rank,gene,UniProtID,pDesc,t12,mneuron,cneuron,subLoc
64,IGFBPL1,Q8WX77,Insulin-like growth factor-binding protein-like 1,0.481995041,0.481995041,,Secreted
65,MTSS1,O43312,Protein MTSS 1,0.484866452,0.484866452,,"Cytoplasm, cytoskeleton"
66,PEG10,Q86TG7,Retrotransposon-derived protein PEG10,0.485356477230249,0.535176061,0.435536893460498,Extracellular vesicle membrane; Cytoplasm; Nucleus
67,CENPH,Q9H3R5,Centromere protein H,0.489069894,0.489069894,,"Nucleus; Chromosome, centromere, kinetochore"
68,N4BP3,O15049,NEDD4-binding protein 3,0.489521501,0.489521501,,"Cytoplasmic vesicle; Cell projection, axon; Cell projection, dendrite"
69,MPLKIP,Q8TAP9,M-phase-specific PLK1-interacting protein,0.4913047461368315,0.4913047461368315,,"Nucleus; Cytoplasm; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome"
70,MAGED1,Q9Y5V3,Melanoma-associated antigen D1,0.4922969631753385,0.506062174,0.478531752350677,Cytoplasm; Cell membrane; Nucleus
71,CLSTN3,Q9BQT9,Calsyntenin-3,0.4924634298465325,0.591149417,0.393777442693065,"Postsynaptic cell membrane; Endoplasmic reticulum membrane; Golgi apparatus membrane; Cell projection, dendrite.;[Isoform CLSTN3beta]: Lipid droplet; Endoplasmic reticulum membrane"
72,HOXA5,P20719,Homeobox protein Hox-A5,0.493694044,0.493694044,,Nucleus
73,POU4F1,Q01851,"POU domain, class 4, transcription factor 1",0.494544387865383,,0.494544387865383,Nucleus; Cytoplasm
74,MID1IP1,Q9NPA3,Mid1-interacting protein 1,0.496339681065528,0.548588957,0.444090405131056,"Nucleus; Cytoplasm; Cytoplasm, cytoskeleton"
75,DCAF15,Q66K64,DDB1- and CUL4-associated factor 15,0.497131914,0.497131914,,
76,KIF1C,O43896,Kinesin-like protein KIF1C,0.498251975,0.498251975,,"Cytoplasm, cytoskeleton"
77,ZFP90,Q8TF47,Zinc finger protein 90 homolog,0.500594174,0.500594174,,Nucleus
78,COA5,Q86WW8,Cytochrome c oxidase assembly factor 5,0.500924916,0.500924916,,
79,GNRH1,P01148,Progonadoliberin-1,0.501565051,0.501565051,,Secreted
80,ZNF302,Q9NR11,Zinc finger protein 302,0.502600139,0.502600139,,Nucleus
81,RIMS4,Q9H426,Regulating synaptic membrane exocytosis protein 4,0.502728492,0.502728492,,Synapse
82,APLP1,P51693,Amyloid beta precursor like protein 1,0.5045146985569715,0.433601569,0.575427828113943,Cell membrane; Single-pass type I membrane protein.;[C30]: Cytoplasm
83,SOX4,Q06945,Transcription factor SOX-4,0.504803788259584,,0.504803788259584,Nucleus
84,BTBD9,Q96Q07,BTB/POZ domain-containing protein 9,0.505055485,0.505055485,,
85,SEZ6L2,Q6UXD5,Seizure 6-like protein 2,0.506058663,0.506058663,,Cell membrane; Endoplasmic reticulum membrane
86,ACVR2B,Q13705,Activin receptor type-2B,0.506378794,0.506378794,,Cell membrane
87,APPBP2,Q92624,Amyloid protein-binding protein 2,0.512351783,0.512351783,,"Nucleus; Cytoplasm, cytoskeleton; Membrane"
88,HOXD8,P13378,Homeobox protein Hox-D8,0.512619254,0.512619254,,Nucleus
89,SCML1,Q9UN30,Sex comb on midleg-like protein 1,0.5157149228652145,0.5157149228652145,,Nucleus
90,MAPK8IP2,Q13387,C-Jun-amino-terminal kinase-interacting protein 2,0.51612952,0.51612952,,Cytoplasm
91,BCOR,Q6W2J9,BCL-6 corepressor,0.517661482,0.517661482,,Nucleus
92,HOXC9,P31274,Homeobox protein Hox-C9,0.517815991,0.517815991,,Nucleus
93,MAB21L2,Q9Y586,Protein mab-21-like 2,0.521381069762193,,0.521381069762193,Nucleus; Cytoplasm
94,BTRC,Q9Y297,F-box/WD repeat-containing protein 1A,0.522955973,0.522955973,,Cytoplasm; Nucleus
95,RTL8A,Q9BWD3,Retrotransposon Gag-like protein 8A,0.523210545,0.523210545,,
96,LOXL4,Q96JB6,Lysyl oxidase homolog 4,0.523429851,0.523429851,,"Secreted, extracellular space"
97,APP,P05067,Amyloid-beta precursor protein,0.5244452952477455,0.48826652,0.560624070495491,"Cell membrane; Membrane; Perikaryon; Cell projection, growth cone; Membrane, clathrin-coated pit; Early endosome; Cytoplasmic vesicle.;[C83]: Endoplasmic reticulum; Golgi apparatus; Early endosome.;[C99]: Early endosome.;[Soluble APP-beta]: Secreted.;[Amyloid-beta protein 40]: Cell surface.;[Amyloid-beta protein 42]: Cell surface.;[Gamma-secretase C-terminal fragment 59]: Nucleus; Cytoplasm"
98,BTBD10,Q9BSF8,BTB/POZ domain-containing protein 10,0.524902371,0.524902371,,Nucleus; Cytoplasm
99,TIMM17A,Q99595,Mitochondrial import inner membrane translocase subunit Tim17-A,0.525133389,0.525133389,,Mitochondrion inner membrane; Multi-pass membrane protein
100,OR6C1,Q96RD1,Olfactory receptor 6C1,0.527760270159347,0.527760270159347,,Cell membrane; Multi-pass membrane protein
101,MMP24,Q9Y5R2,Matrix metalloproteinase-24,0.528597676552226,,0.528597676552226,"[Matrix metalloproteinase-24]: Cell membrane; Golgi apparatus, trans-Golgi network membrane.;[Processed matrix metalloproteinase-24]: Secreted, extracellular space, extracellular matrix"
102,IRX2,Q9BZI1,Iroquois-class homeodomain protein IRX-2,0.530124842,0.530124842,,Nucleus
103,GTF2IRD2B,Q6EKJ0,General transcription factor II-I repeat domain-containing protein 2B,0.5316169865916129,0.511569681,0.551664292183226,Nucleus
104,ZNF266,Q14584,Zinc finger protein 266,0.5321462908412735,0.5321462908412735,,Nucleus
105,RRN3,Q9NYV6,RNA polymerase I-specific transcription initiation factor RRN3,0.532577861,0.532577861,,"Nucleus, nucleolus"
106,KLHL28,Q9NXS3,Kelch-like protein 28,0.534025428,0.534025428,,
107,LRP11,Q86VZ4,Low-density lipoprotein receptor-related protein 11,0.5366605,0.5366605,,Membrane
108,TERF2IP,Q9NYB0,Telomeric repeat-binding factor 2-interacting protein 1,0.537501591879482,0.4963498,0.578653383758964,"Nucleus; Cytoplasm; Chromosome; Chromosome, telomere"
109,BBLN,Q9BUW7,Bublin coiled-coil protein,0.537651895778676,0.537651895778676,,"Cell junction; Cytoplasm, cytoskeleton"
110,HOXC6,P09630,Homeobox protein Hox-C6,0.538526724,0.538526724,,Nucleus
111,MAGED4B,Q96JG8,Melanoma-associated antigen D4,0.5389371414928625,0.531044138,0.546830144985725,
112,HOXB5,P09067,Homeobox protein Hox-B5,0.539091115,0.539091115,,Nucleus
113,AKAP6,Q13023,A-kinase anchor protein 6,0.5422832406407095,0.397602438,0.686964043281419,Sarcoplasmic reticulum; Nucleus membrane
114,ERRFI1,Q9UJM3,ERBB receptor feedback inhibitor 1,0.54323774,0.54323774,,Cytoplasm; Cell membrane; Nucleus
115,GSE1,Q14687,Genetic suppressor element 1,0.5457683997711755,0.546121946,0.545414853542351,
116,ATN1,P54259,Atrophin-1,0.5459575960830956,0.543945612,0.547969580166191,"Nucleus; Cytoplasm, perinuclear region; Cell junction"
117,SLC22A17,Q8WUG5,Solute carrier family 22 member 17,0.547874218,0.547874218,,Cell membrane; Vacuole membrane
118,STMN2,Q93045,Stathmin-2,0.5488489255085535,0.550067935,0.547629916017107,"Cytoplasm; Cytoplasm, perinuclear region; Cell projection, growth cone; Membrane; Cell projection, axon; Golgi apparatus; Endosome"
119,LRRC41,Q15345,Leucine-rich repeat-containing protein 41,0.5502134202477464,0.62931626,0.471110580495493,
120,CLSTN2,Q9H4D0,Calsyntenin-2,0.5529013921871104,0.629675585,0.476127199374221,"Postsynaptic cell membrane; Endoplasmic reticulum membrane; Golgi apparatus membrane; Cell projection, dendrite"
121,ZNF677,Q86XU0,Zinc finger protein 677,0.553169423,0.553169423,,Nucleus
122,TAF7,Q15545,Transcription initiation factor TFIID subunit 7,0.555138811,0.555138811,,Nucleus
123,ZNF732,B4DXR9,Zinc finger protein 732,0.555915495,0.555915495,,Nucleus
124,SULT1A1,P50225,Sulfotransferase 1A1,0.557072473600117,0.557072473600117,,Cytoplasm
125,ZNRF1,Q8ND25,E3 ubiquitin-protein ligase ZNRF1,0.55835795,0.55835795,,"Endosome; Lysosome; Membrane; Peripheral membrane protein; Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane"
126,ANKRD46,Q86W74,Ankyrin repeat domain-containing protein 46,0.559943711,0.559943711,,Membrane
127,POU4F2,Q12837,"POU domain, class 4, transcription factor 2",0.560773286883981,,0.560773286883981,Nucleus; Nucleus speckle; Cytoplasm
128,CXCL12,P48061,Stromal cell-derived factor 1,0.562152494,0.562152494,,Secreted
129,ZNF595,Q8IYB9,Zinc finger protein 595,0.563228777,0.563228777,,Nucleus
130,CXXC5,Q7LFL8,CXXC-type zinc finger protein 5,0.56367128480522,0.539746851,0.58759571861044,Nucleus; Cytoplasm
131,CCDC149,Q6ZUS6,Coiled-coil domain-containing protein 149,0.56368466,0.56368466,,
132,MFI,Q8NCR3,Protein MFI,0.5638447141915555,0.5638447141915555,,"Cytoplasm, cytosol; Mitochondrion outer membrane"
133,HOXB4,P17483,Homeobox protein Hox-B4,0.565293302,0.565293302,,Nucleus
134,MX1,P20591,Interferon-induced GTP-binding protein Mx1,0.565645655,0.565645655,,Cytoplasm; Endoplasmic reticulum membrane.;[Isoform 2]: Cytoplasm; Nucleus
135,PNMA1,Q8ND90,Paraneoplastic antigen Ma1,0.5668436197710485,0.614214255,0.519472984542097,"Nucleus, nucleolus"
136,HLTF,Q14527,Helicase-like transcription factor,0.5672579303478,0.553281689,0.5812341716956,"Cytoplasm; Nucleus; Nucleus, nucleolus; Nucleus, nucleoplasm"
137,UBL5,Q9BZL1,Ubiquitin-like protein 5,0.5676390930384472,0.37196226,0.7633159260768945,Cytoplasm
138,YJU2B,P13994,Probable splicing factor YJU2B,0.568738189,0.568738189,,Nucleus
139,KCTD13,Q8WZ19,BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1,0.571175014,0.571175014,,Nucleus
140,ZNF195,O14628,Zinc finger protein 195,0.571304774,0.571304774,,Nucleus
141,CRIPT,Q9P021,Cysteine-rich PDZ-binding protein,0.573609002,0.573609002,,"Cytoplasm; Synapse; Cell projection, dendritic spine"
142,BRINP3,Q76B58,BMP/retinoic acid-inducible neural-specific protein 3,0.576832413,0.576832413,,Secreted; Mitochondrion
143,AMFR,Q9UKV5,E3 ubiquitin-protein ligase AMFR,0.580775267,0.580775267,,Endoplasmic reticulum membrane
144,ZFP1,Q6P2D0,Zinc finger protein 1 homolog,0.581392144,0.581392144,,Nucleus
145,JUND,P17535,Transcription factor JunD,0.581818591,0.581818591,,Nucleus
146,STOML1,Q9UBI4,Stomatin-like protein 1,0.581984774,0.581984774,,Membrane; Late endosome membrane; Membrane raft; Cell membrane
147,RFLNA,Q6ZTI6,Refilin-A,0.581988079,0.581988079,,"Cytoplasm, cytoskeleton"
148,ZNF48,Q96MX3,Zinc finger protein 48,0.5828704101323765,0.5828704101323765,,Nucleus
149,NFIB,O00712,Nuclear factor 1 B-type,0.582988046,0.582988046,,Nucleus
150,SREBF2,Q12772,Sterol regulatory element-binding protein 2,0.583024212,0.583024212,,"[Sterol regulatory element-binding protein 2]: Endoplasmic reticulum membrane; Golgi apparatus membrane; Cytoplasmic vesicle, COPII-coated vesicle membrane.;[Processed sterol regulatory element-binding protein 2]: Nucleus"
151,RPRM,Q9NS64,Protein reprimo,0.584136326,0.584136326,,Cytoplasm; Membrane
152,RUNX1T1,Q06455,Protein CBFA2T1,0.584616374,0.584616374,,Nucleus
153,CCND2,P30279,G1/S-specific cyclin-D2,0.586013488,0.586013488,,Nucleus; Cytoplasm; Nucleus membrane.;[Isoform 2]: Cytoplasm
154,LUZP2,Q86TE4,Leucine zipper protein 2,0.586205366860168,,0.586205366860168,Secreted
155,AMOTL2,Q9Y2J4,Angiomotin-like protein 2,0.587202588,0.587202588,,Recycling endosome
156,MSANTD3,Q96H12,Myb/SANT-like DNA-binding domain-containing protein 3,0.588387606,0.588387606,,
157,YPEL5,P62699,Protein yippee-like 5,0.588820595,0.588820595,,"Nucleus; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Cytoplasm, cytoskeleton, spindle pole; Midbody"
158,LONRF2,Q1L5Z9,LON peptidase N-terminal domain and RING finger protein 2,0.589016591,0.589016591,,
159,RIC3,Q7Z5B4,Protein RIC-3,0.590045198,0.590045198,,[Isoform 1]: Endoplasmic reticulum membrane; Single-pass membrane protein.;[Isoform 2]: Endoplasmic reticulum membrane; Single-pass membrane protein; Golgi apparatus membrane; Single-pass membrane protein
160,DOK4,Q8TEW6,Docking protein 4,0.590480264,0.590480264,,
161,APOA1,P02647,Apolipoprotein A-I,0.5904803460743415,0.5904803460743415,,Secreted
162,NR2F2,P24468,COUP transcription factor 2,0.591606516,0.591606516,,Nucleus
163,OTOG,Q6ZRI0,Otogelin,0.59261306809754,0.59261306809754,,"Apical cell membrane; Secreted, extracellular space"
164,CREB5,Q02930,Cyclic AMP-responsive element-binding protein 5,0.592627265,0.592627265,,Nucleus
165,CHCHD10,Q8WYQ3,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",0.59555999,0.59555999,,Mitochondrion intermembrane space
166,OLFM2,O95897,Noelin-2,0.595934656,0.595934656,,Secreted; Synapse; Membrane; Nucleus; Cytoplasm
167,CLIP3,Q96DZ5,CAP-Gly domain-containing linker protein 3,0.596374998432387,0.471630469,0.721119527864774,"Cell membrane; Cytoplasm; Golgi apparatus, Golgi stack"
168,HOXA3,O43365,Homeobox protein Hox-A3,0.596392004,0.596392004,,Nucleus
169,MAML3,Q96JK9,Mastermind-like protein 3,0.596988474,0.596988474,,Nucleus speckle
170,APBB1,O00213,Amyloid beta precursor protein binding family B member 1,0.597038358210878,0.460628022,0.733448694421756,"Cell membrane; Cytoplasm; Nucleus; Cell projection, growth cone; Nucleus speckle"
171,KIF5A,Q12840,Kinesin heavy chain isoform 5A,0.600698071817945,0.499452471,0.70194367263589,"Cytoplasm, perinuclear region; Cytoplasm, cytoskeleton; Perikaryon"
172,GPBP1,Q86WP2,Vasculin,0.60174932,0.60174932,,Nucleus; Cytoplasm
173,KIF1A,Q12756,Kinesin-like protein KIF1A,0.6020432966366616,0.517716007,0.686370586273323,"Cytoplasm, cytoskeleton; Cell projection, neuron projection; Cell projection, axon; Cytoplasm, perinuclear region; Synapse; Cytoplasmic vesicle, secretory vesicle, neuronal dense core vesicle membrane"
174,SIMC1,Q8NDZ2,SUMO-interacting motif-containing protein 1,0.602117923,0.602117923,,"[Isoform 5]: Cytoplasm; Cytoplasm, myofibril, sarcomere"
175,COX16,Q9P0S2,"Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial",0.6029671479475165,0.944905393,0.261028902895033,Mitochondrion inner membrane
176,GRIN2A,Q12879,"Glutamate receptor ionotropic, NMDA 2A",0.60403075,0.60403075,,"Cell projection, dendritic spine; Cell membrane; Synapse; Postsynaptic cell membrane; Cytoplasmic vesicle membrane"
177,C6orf89,Q6UWU4,Bombesin receptor-activated protein C6orf89,0.606166586,0.606166586,,"[Isoform 1]: Golgi apparatus membrane; Midbody.;[Isoform 2]: Golgi apparatus membrane; Midbody.;[Isoform 3]: Cytoplasm; Nucleus, nucleolus"
178,GON4L,Q3T8J9,GON-4-like protein,0.609006427,0.609006427,,Nucleus
179,ANKRD12,Q6UB98,Ankyrin repeat domain-containing protein 12,0.610854592,0.610854592,,Nucleus
180,UBOX5,O94941,RING finger protein 37,0.611241228,0.611241228,,Nucleus
181,ZNF836,Q6ZNA1,Zinc finger protein 836,0.612112916,0.612112916,,Nucleus
182,TBC1D9,Q6ZT07,TBC1 domain family member 9,0.6129048505272909,0.709752344,0.516057357054582,
183,CRY1,Q16526,Cryptochrome-1,0.613143614,0.613143614,,Cytoplasm; Nucleus
184,CERK,Q8TCT0,Ceramide kinase,0.614751024,0.614751024,,Cytoplasm; Cell membrane
185,PCOLCE,Q15113,Procollagen C-endopeptidase enhancer 1,0.615054472,0.615054472,,Secreted
186,ESPN,B1AK53,Espin,0.617239011,0.617239011,,"Cytoplasm, cytoskeleton; Cell projection, stereocilium; Cell projection, microvillus"
187,APC,P25054,Adenomatous polyposis coli protein,0.6173487053781705,0.614974021,0.619723389756341,"Cell junction, adherens junction; Cytoplasm, cytoskeleton; Cell projection, lamellipodium; Cell projection, ruffle membrane; Cytoplasm; Cell membrane"
188,APC2,O95996,Adenomatous polyposis coli protein 2,0.6174355693733135,0.500862148,0.734008990746627,"Cytoplasm, cytoskeleton; Golgi apparatus; Cytoplasm; Cytoplasm, perinuclear region"
189,TCP11L2,Q8N4U5,T-complex protein 11-like protein 2,0.619797899,0.619797899,,
190,ITGA2,P17301,Integrin alpha-2,0.620177708543161,,0.620177708543161,Membrane; Single-pass type I membrane protein
191,FOXP1,Q9H334,Forkhead box protein P1,0.6225446933496346,0.593059357,0.652030029699269,Nucleus
192,ZSCAN25,Q6NSZ9,Zinc finger and SCAN domain-containing protein 25,0.62495494,0.62495494,,Nucleus
193,KRBA2,Q6ZNG9,KRAB-A domain-containing protein 2,0.627135247,0.627135247,,
194,SMTN,P53814,Smoothelin,0.62864772,0.62864772,,"Cytoplasm, cytoskeleton"
195,AXDND1,Q5T1B0,Axonemal dynein light chain domain-containing protein 1,0.62920348907615,,0.62920348907615,
196,PARP12,Q9H0J9,Protein mono-ADP-ribosyltransferase PARP12,0.629809336,0.629809336,,Nucleus
197,MNT,Q99583,Max-binding protein MNT,0.6298974736639684,0.6298974736639684,,Nucleus
198,PNMA8C,A0A1B0GUJ8,Paraneoplastic antigen-like protein 8C,0.630421669,0.630421669,,
199,SOBP,A7XYQ1,Sine oculis-binding protein homolog,0.630884041,0.630884041,,
200,SBNO2,Q9Y2G9,Protein strawberry notch homolog 2,0.633319777,0.633319777,,
201,ARHGEF9,O43307,Rho guanine nucleotide exchange factor 9,0.636842836,0.636842836,,Cytoplasm; Postsynaptic density
202,AMER1,Q5JTC6,APC membrane recruitment protein 1,0.640915458,0.640915458,,Cytoplasm; Cell membrane; Peripheral membrane protein; Cytoplasmic side; Nucleus
203,NELL2,Q99435,Protein kinase C-binding protein NELL2,0.641551636,0.641551636,,Secreted
204,RTL8C,A6ZKI3,Retrotransposon Gag-like protein 8C,0.6447267987880945,0.480981871,0.808471726576189,
205,ALKBH7,Q9BT30,"Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial",0.645343493,0.645343493,,Mitochondrion matrix
206,STAC,Q99469,SH3 and cysteine-rich domain-containing protein,0.646473685,0.646473685,,"Cytoplasm, cytosol; Cell membrane; Cell membrane, sarcolemma"
207,DDX49,Q9Y6V7,Probable ATP-dependent RNA helicase DDX49,0.647037396,0.647037396,,
208,MLF2,Q15773,Myeloid leukemia factor 2,0.647861439,0.647861439,,Cytoplasm; Nucleus
209,CNOT8,Q9UFF9,CCR4-NOT transcription complex subunit 8,0.648907196,0.648907196,,Cytoplasm; Nucleus
210,SCOC,Q9UIL1,Short coiled-coil protein,0.6491937675,0.565444696,0.732942839,"Golgi apparatus membrane; Golgi apparatus, trans-Golgi network; Cytoplasm, cytosol"
211,C1QL3,Q5VWW1,Complement C1q-like protein 3,0.64952281,0.64952281,,Secreted
212,HOXC4,P09017,Homeobox protein Hox-C4,0.650497415,0.650497415,,Nucleus
213,FBRSL1,Q9HCM7,Fibrosin-1-like protein,0.651825483,0.651825483,,
214,KLHDC2,Q9Y2U9,Kelch domain-containing protein 2,0.655425868,0.655425868,,Nucleus
215,MIER2,Q8N344,Mesoderm induction early response protein 2,0.655788573,0.655788573,,Nucleus
